ManagerID,AttritionRisk,EmployeeEngagement,EmployeeSatisfaction,StressScore,ManagerName,ManagerCode,and,collaboration,colleagues,comments,committed,communication,completing,contributes,creative,demonstrates,employee,enthusiasm,excellent,great,his,improve,in,job,lack,meets,minimum,needs,no,normally,of,on,outstanding,performance,performs,poor,projects,punctuality,recent,required,requirements,significantly,skills,tasks,team,the,to,who,with,work,LeaderScore,LeaderQuality
2_7_2,0.06415122594605756,2.75,2.666666666666667,2.9285714285714284,Mostafa Adel,M115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5495332008821352,0.0,0.0,0.0,0.0,0.6528915504714202,0.0,0.0,0.0,0.5212925133274595,0.0,0.0,0.0,0.0,0.0,0.0,1.5405299858120534,Not Good
1_6_1,0.1403733811267746,2.7758620689655173,2.695402298850575,2.603448275862069,Nour Magdy,M101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38318700877780865,0.0,0.0,0.0,0.0,0.0,0.0,0.19159350438890432,0.0,0.0,0.19159350438890432,0.0,0.0,0.0,0.0,0.0,0.19159350438890432,0.0,0.0,0.0,0.0,0.3425841585686753,0.0,0.0,0.0,0.0,0.20350936221487959,0.0,0.38318700877780865,0.0,0.1624893243572568,0.38318700877780865,0.38318700877780865,0.3425841585686753,0.0,0.0,0.0,1.5339655900780258,Not Good
2_7_1,0.15752823524280718,2.7596153846153846,2.7115384615384617,2.46474358974359,Mona Hany,M100,0.1489010264149197,0.0,0.0,0.1751588516541125,0.07445051320745985,0.13891826456817868,0.06132160058786346,0.24528640235145385,0.06132160058786346,0.07445051320745985,0.07445051320745985,0.07445051320745985,0.1489010264149197,0.07445051320745985,0.12264320117572693,0.13891826456817868,0.06132160058786346,0.12264320117572693,0.0,0.22335153962237952,0.22335153962237952,0.13891826456817868,0.1751588516541125,0.12264320117572693,0.0,0.09689453757382649,0.27783652913635737,0.22335153962237952,0.16447172105194452,0.09689453757382649,0.09689453757382649,0.0,0.09689453757382649,0.06513540146068961,0.22335153962237952,0.24528640235145385,0.13891826456817868,0.10401297768218642,0.24528640235145385,0.24528640235145385,0.32894344210388904,0.07445051320745985,0.0,0.1489010264149197,1.5326297315439028,Not Good
1_0_1,0.14306602089403694,2.721311475409836,2.7295081967213113,2.5655737704918034,Mona Hany,M105,0.0,0.0,0.0,0.2164160732577574,0.18397343403689723,0.17163931504298383,0.1515307948160371,0.0,0.1515307948160371,0.18397343403689723,0.18397343403689723,0.18397343403689723,0.0,0.18397343403689723,0.1515307948160371,0.17163931504298383,0.1515307948160371,0.1515307948160371,0.3219100303769108,0.0,0.0,0.17163931504298383,0.2164160732577574,0.1515307948160371,0.3219100303769108,0.0,0.17163931504298383,0.0,0.13547445150833884,0.0,0.0,0.3971232009861393,0.0,0.0,0.0,0.0,0.17163931504298383,0.12851237596759524,0.0,0.0,0.13547445150833884,0.18397343403689723,0.0,0.0,1.5303145752489427,Not Good
0_1_1,0.13376108952642274,2.710526315789474,2.649122807017544,2.3684210526315788,Nour Magdy,M113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45646847101070664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45646847101070664,0.0,0.0,0.45646847101070664,0.45646847101070664,0.40810064921853634,0.0,0.0,0.0,1.5236885466455716,Not Good
1_5_1,0.1097167743746275,2.8392857142857144,2.416666666666667,2.4285714285714284,Nour Magdy,M109,0.0,0.22739572325160715,0.22739572325160715,0.0,0.0,0.0,0.3470706782834005,0.0,0.3470706782834005,0.0,0.0,0.0,0.0,0.0,0.17353533914170025,0.0,0.3470706782834005,0.17353533914170025,0.1843280976727909,0.0,0.0,0.0,0.0,0.17353533914170025,0.1843280976727909,0.0,0.0,0.0,0.3102947478903779,0.0,0.0,0.0,0.0,0.1843280976727909,0.0,0.0,0.0,0.44152290182039117,0.0,0.0,0.0,0.0,0.22739572325160715,0.0,1.5101609092977681,Not Good
2_8_0,0.23297313474264691,2.8026315789473686,2.6842105263157894,2.3684210526315788,Ahmed Hassan,M108,0.3829389877165918,0.0,0.0,0.0,0.1914694938582959,0.0,0.0,0.0,0.0,0.1914694938582959,0.1914694938582959,0.1914694938582959,0.3829389877165918,0.1914694938582959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3572656340248957,0.3829389877165918,0.14099440387588563,0.0,0.0,0.0,0.0,0.16751318174507254,0.0,0.0,0.0,0.13374865621145896,0.0,0.0,0.0,0.1914694938582959,0.0,0.3829389877165918,1.50944232505031,Not Good
1_6_0,0.23222896307149857,2.7286324786324787,2.745014245014245,2.6666666666666665,Aya Khaled,M103,0.08193775265032574,0.08843500363096408,0.08843500363096408,0.0,0.24581325795097722,0.22933321565725773,0.06748850914014884,0.13497701828029768,0.06748850914014884,0.24581325795097722,0.24581325795097722,0.24581325795097722,0.08193775265032574,0.24581325795097722,0.13497701828029768,0.22933321565725773,0.06748850914014884,0.13497701828029768,0.0716858512283685,0.08193775265032574,0.08193775265032574,0.22933321565725773,0.0,0.13497701828029768,0.0716858512283685,0.0,0.07644440521908591,0.08193775265032574,0.24134945692001458,0.0,0.0,0.0,0.0,0.143371702456737,0.08193775265032574,0.13497701828029768,0.22933321565725773,0.1717098231545748,0.13497701828029768,0.13497701828029768,0.3016868211500182,0.24581325795097722,0.08843500363096408,0.08193775265032574,1.4951710928340787,Not Good
1_2_0,0.22963613126518115,2.6775,2.7,2.585,Nour Magdy,M102,0.0,0.22429280890046885,0.22429280890046885,0.0,0.06927139685406432,0.1938817172763825,0.22822316446424099,0.17116737334818077,0.22822316446424099,0.06927139685406432,0.06927139685406432,0.06927139685406432,0.0,0.06927139685406432,0.11411158223212049,0.1938817172763825,0.22822316446424099,0.11411158223212049,0.24241714660901123,0.0,0.0,0.1938817172763825,0.0,0.11411158223212049,0.24241714660901123,0.0,0.0,0.0,0.20404042666592181,0.0,0.0,0.07476426963348962,0.0,0.12120857330450562,0.0,0.17116737334818077,0.1938817172763825,0.29033208548549244,0.17116737334818077,0.17116737334818077,0.3060606399988827,0.06927139685406432,0.22429280890046885,0.0,1.4802455474939278,Not Good
2_8_1,0.1592323271786667,2.4285714285714284,2.761904761904762,2.7142857142857144,Youssef Tarek,M111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5773502691896258,0.5773502691896258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5773502691896258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4658308786523429,Not Good
2_3_1,0.20081788620900937,2.25,3.0,3.75,Sara Ahmed,M119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4196728455163965,Not Good
